Datastore: default
Table,Record ID,Data
diaro_entries,fa47a2ecf40a4baaf9c1b423908ee3a4,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""fa47a2ecf40a4baaf9c1b423908ee3a4"", ""title"": """", ""text"": ""Eine hexe bedrohte mich/uns, und ich musste gegen sie k\u00e4mpfen. Ich Zauberer mit meinem schlangenstecken gegen sie. Wenn ich den schlangenkopf gegen sie hielt und ihn links-rechts \""sch\u00fcttelte\"", kamen kurze funken Schauer heraus, Ca 20 cm breite. Mit dem steckenboden konnte ich dumpfe donnerbass-funken, eine Art plasmab\u00e4lle gegen sie schleudern. Sie gaben ein grollendes  buuuum von sich und wirkten viel besser. Dazu musste ich mit dem stumpfen Ende des steckens ein Schlag gegen sie ausheben, mit dem dicken Ende auf Distanz gegen sie \""stupsen\"" (Ca. 20 cm Distanz).\nLeute kamen, und mein kampfgenosse sagte ich m\u00fcsse diese in mein Haus einladen, denn dann k\u00f6nne die hexe nicht mehr gegen mich k\u00e4mpfen oder gar ins Haus kommen. Ich lud die leute also ein, und siehe, die hexe k\u00f6nnte sich pl\u00f6tzlich nur noch mehrmals verneigen vor uns.\nVon innen schloss ich die holzt\u00fcr mit einem 4eckigen Schl\u00fcssel, welchen ich mehrmals drehte und dann von selbst rausfiel.\nDas Schloss zeigte nun an ich h\u00e4tte eine 50%ige \u00fcberlebenschance, und es sprach: halte dich pro schl\u00fcsseldrehung jeweils einen Tag im Haus auf."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1345971660000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,8be3831ed7499d3d1e27139ff52aacae,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""8be3831ed7499d3d1e27139ff52aacae"", ""title"": """", ""text"": ""War an einem Krieg bei den pyramiden  von gjzeh beteiligt. Wir kamen in vollmontur von norden her Richtung pyramiden. Luk und andere waren auch dabei, wir hatten Rucks\u00e4cke und schwere spezialwaffen dabei. Wir gingen die pyramiden, wo wir rasten durften, nahmen dann unser Zeugs wieder und gingen zur\u00fcck in den norden. Es war nacht, der Krieg war erbarmungslos."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1345971600000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,dc1bce600ef225e36e2fd7f6965965b3,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""dc1bce600ef225e36e2fd7f6965965b3"", ""title"": """", ""text"": ""Ich erkl\u00e4rte jemandem, bitzi oder so, wie unsere Trips denn seien. Er wollte mir nicht glauben dass sie so stark waren. Ich und j. Lachten, denn er wollte sich ein ganzer bogen reinhauen. Es war bei einer Ruine, in der gr\u00fcnen Natur."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1346230920000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,a4f606cbc7ff2fc72835ed6b160e202a,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""a4f606cbc7ff2fc72835ed6b160e202a"", ""title"": """", ""text"": ""Ein Haus war von faschos besetzt, eine Frau aber tat etwas, so dass wir trotzdem tags\u00fcber im Innenhof sein konnten.\nDas haustier, welches ein gr\u00f6sseres skorpion war, fl\u00fcchtete \u00fcber die t\u00fcrschwelle in die Wohnung. Ein anderes gr\u00f6sseres Tier verfolgte es."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1346230860000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,22bdea460a16b936176170635d3b506a,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""22bdea460a16b936176170635d3b506a"", ""title"": """", ""text"": ""Stefan und basil Becken mich sehr fr\u00fch am morgen, ich m\u00fcsse nun mit ihnen gras kaufen/suchen gehen.\nIch wurde sehr sauer. Wir fuhren ins Tal, welches aussah wie bei gorzegno wenn man vom Hoger runter kam Richtung das troiahaus.\nDa kommunizierte basil dann per \u00f6ffentliche LCD-anzeigetafel mit Mario gelb. Er bestellte bei ihm gras. Mario antwortete sehr prompt mit einer Art Code. Denn jeder konnte lesen was sie schrieben."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1346230800000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,39de468d5e6b9dab77f8b1d5c3d0bdff,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""39de468d5e6b9dab77f8b1d5c3d0bdff"", ""title"": """", ""text"": ""In China an einer museumsf\u00fchrung teilgenommen. Sie war auf franz\u00f6sisch. Der Chinese erkl\u00e4rte mir ein zusammensetzspiel, welches normalerweise f\u00fcr behinderte gedacht sei. Man m\u00fcsse eine \""Pr\u00fcn\"" zusammensetzen, aus diversen holzteielen, halbschalenf\u00f6rmig und verschieden gef\u00e4rbt. Ich m\u00fcsse auf den reifestadium achten. Ich verstand ihn aber nicht und ging raus um die 3 sch\u00f6nlinge zu hohlen, sie waren recht schwul k\u00f6nnten aber gut franz\u00f6sisch. Aber auch sie schafften es nicht."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1346317380000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,9e6a0513a60277a5df81283f12256b7c,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""9e6a0513a60277a5df81283f12256b7c"", ""title"": """", ""text"": ""Ich flog mit einem Helikopter zu einer Baustelle von Daniel Huber. Der Helikopter st\u00fcrzte beim landen ab, ich kam gerade noch raus. Die rotoren  waren d\u00fcnne schmale plastiklamellen in milit\u00e4rischen stoffh\u00fcllen. Ich war erstaunt dass die rotoren nicht stabiler waren. Der Pilot sagte die seien alle so. Ich ging auf ein toitoi um zu Scheissen, es gab kein oder zu wenig wcpapier. Ich regte mich auf denn auf den toitoi f\u00fcr poliere und vorgesetzte gab es genug wcpapier. Ich schiss jemand zusammen deswegen. Dann ging ich zu Daniel  auf die Baustelle. Er war gerade daran mit Leuten eine steinbr\u00fccke \u00fcber einem reissenden Bach zu richten und stabilisieren. Er riss mir mein stecken aus der hand, um ihn als Hebel zu gebrauchen, ich aber riss ihn an mich zur\u00fcck, und suchte einen dieckeren stecken, in einer holzbeige. Ein Mann st\u00fcrzte in den zwischenspalt , etwa 4 Meter tief und 1 Meter oder weniger breit, konnte sich aber retten. Dann st\u00fcrzte die Br\u00fccke ein.\nAuf der anderen Talente stehend beobachtete ich Kinder die sich in die fluten des tosenden Flusses st\u00fcrzten. Der Fluss ging rei\u00dfend mit Grossen Wellen zu Tal, aus einer engen felsigen und hohen schlucht kommend, wor\u00fcber Daniel vorhin die Br\u00fccke zu stabilisieren versuchte.\nIch warnte die Kinder, sie w\u00fcrden das nicht \u00fcberleben.\nSie sagten mir es k\u00e4me auf den Typ Mensch an, gewisse w\u00fcrden das es \u00fcberleben, andere nicht, aber es sei ihnen viel lieber als hierzubleiben.\nEin Vater aber esst\u00fcrzte sich in die fluten um ein kleiner Bube zu retten."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1346317260000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,41b83295f5937c884902e1f1416ef0b1,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""41b83295f5937c884902e1f1416ef0b1"", ""title"": """", ""text"": ""Ich lag in einem Zimmer mit 2 Jungen Frauen, die eine blond, die andere schwarzhaarig.\nDie blonde verf\u00fchrt mich mit ihren blicken, sie zog mich aus und legte sich \u00fcber mich.\nIch lag quer auf einem doppelbett, mit dem Kopf gegen die eingangswand, die F\u00fcsse auf dem Boden, auf dem r\u00fccken.\nSie wollte mich gerade ficken, sie hatte sehr sch\u00f6ne Augen und Grosse, Runde br\u00fcste.\nDie schwarzhaarige ermutigt sie zuerst, riss dann aber die T\u00fcr auf und rief ihren Eltern zu: schaut was die da macht!\nDie Eltern waren emp\u00f6rt und Schissen die blonde zusammen. Der Vater war der Vater von raffaela (Kollegin von j.).\nIch zog mich an und ging raus in die K\u00fcche. Ein roter s\u00e4umerledermantel lag da \u00fcber einem Stuhl, der Vater benutzte ihn zum t\u00f6fffahren, machte sich aber lustig \u00fcber lederjacken-Tr\u00e4ger.\nIm Garten war die Mutter am W\u00e4sche aufh\u00e4ngen, und ich sagte ihr die schwarzhaarige sei gemein, denn sie habe ihre Schwester zuerst ermutigt, dann verraten. Sie sagte: naja, du geh\u00f6rst trotzdem zur Familie. Sie war nicht b\u00f6se."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1346317200000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,981fa5c8ffaea3ec3ffb2017d2fb0444,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""981fa5c8ffaea3ec3ffb2017d2fb0444"", ""title"": """", ""text"": ""Im Hotel wo wir schliefen, waren die Zimmer anders angeordnet., vom Schlafzimmer konnte man zum wc durch den Raum wo die dusche war, aber nun ein Gang war, und ein 2es und ein drittes Zimmer. Alles war riesig. Draussen wo in echt die Strasse war, war ein Garten, eingemauert  mit einer etwa 2 Meter hohen steinmauer. Der Garten war in einem abhang. Die mauer war oben rund. Unterhalb der mauer war ein weg, welchen ich hoch und runter ging. Ein kleines Kind war auch da. Es war warm und sonnig."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1346576400000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,2e201944bb3ca0b48bb4bff5aa18130b,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""2e201944bb3ca0b48bb4bff5aa18130b"", ""title"": """", ""text"": ""Von einem Motorrad. In echt kam danach eins, mitten in der Natur, beim windigen  H\u00fcgel."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1346662800000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,1f9894f8cfc902dbf56d9723ad73cbd8,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""1f9894f8cfc902dbf56d9723ad73cbd8"", ""title"": """", ""text"": ""Am Bahnhof von Barcelona, welcher aber  keine Z\u00fcge hatte sondern nur aus hallen bestand, so halbrunddachhallen, wie eine markthalle.\nWir waren davor, gingen noch rein bevor sie abschlossen. Es wurde \u00fcber Nacht zu einer Penner Herberge. Aber es war sicher.\nEin alter Mann kam von S\u00fcden mit einem alten oldmobile, und fuhr geradewegs in einen betonpfeiler, so dass das Auto vorne ganz eingedr\u00fcckt  wurde. Ich musste deswegen fest lachen. Vor dem Bahnhof trafen wir noch curry, welche einen Ofen drehte und sich selbst anzurufen versuchte gleichzeitig aber auch mich. Jemand nahm mich noch auf eine gokarttour mit, in das Tunnel Nordw\u00e4rts vor dem Bahnhof, und im Tunnel nahm er eine Linkskurve, um wieder s\u00fcdlich zu fahren."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1346749200000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,2749470449476423554def2cad7a844a,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""2749470449476423554def2cad7a844a"", ""title"": """", ""text"": ""Eine Gruppe junger M\u00e4dchen hatte sich links vom bivak, so wie es in echt stand, niedergelassen. Sie waren da wo der Wald links im abhang war. Es waren so an die 10 M\u00e4dchen."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1347354000000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,a524bb949f09c41fe7d62542a8f84b6b,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""a524bb949f09c41fe7d62542a8f84b6b"", ""title"": """", ""text"": ""Ich konnte soviel sirup trinken wie ich nur wollte. Es war roter sirup. Eine Frau im Hotel meinte ich solle doch ihr glas nehmen, ich nahm aber mein eigenes. Ich fuhr auch noch Velo, silvan fragte ob wir denn alles gelaufen seien, und ich bejahte , wir h\u00e4tten  nun aber das Velo genommen, und ich sagte noch wie schnell man im schnitt vorw\u00e4rts k\u00e4me. Es war eine Gr\u00fcne h\u00fcgelige Landschaft."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1347440400000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,1146ba7e47241c6293d58ee8c599cb28,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""1146ba7e47241c6293d58ee8c599cb28"", ""title"": """", ""text"": ""Wachte in einem Haus oder hostel auf, wo auch silvan und andere Leute waren. Ich war im oberen stock, nahm mein Rucksack und ging die Treppe runter. (von unten gesehen waren die R\u00e4ume alle links der Treppe). Im unteren Zimmer waren mehrere Kuchen und torten auf einem langen Tisch. Ich stellte mein Rucksack an die aussenwand. Ich k\u00f6nnte soviel Kuchen essen wie ich wollte, silvan hatte seine Mutter zum backen beauftragt."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1347526800000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,21a935b56e28650650482f2fc5ddecd4,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""21a935b56e28650650482f2fc5ddecd4"", ""title"": """", ""text"": ""Auf einem waldigen  hoger, mit mehreren Geb\u00e4uden. Pablo und andere Leute waren da. Von unten gabs  links ein Geb\u00e4ude und rechts eines, welches eine Art Werkstatt war, mit einem Tor. Ich schaute von unten nach oben, es gab b\u00e4ume und es war Nacht. Viele Leute liefen herum. Wir oder nur ich dealte. Es kam eine junge Frau wie mijana, welche in unsere Gruppe aufgenommen werden wollte, ich aber verlangte von ihr zuerst rauszufinden wo die feinde ihre Gesch\u00e4fte abhielten. Sie meinte sie wisse es bereits, gewollte bleiben und unbedingt aufgenommen werden, ich aber schickte sie weg und blieb hart bei meiner Bedingung. Ich f\u00fchlte mich gut dabei. Ich sagte zu Pablo dass wir das schon fr\u00fcher so h\u00e4tten  tun sollen, wir k\u00f6nnten einfach sagen wir w\u00fcrden etwas f\u00fcr die fasnacht herstellen, in der Werkstatt. Es kamen ein paar albaner, mit einem w\u00e4gelchen mit S\u00fc\u00dfigkeiten, und hielten vor dem Tor. Es gab unter anderem ein Grosses geb\u00e4ck, wiesen donut, mit puderzucker obendrauf. Eine spinne krabbelte dar\u00fcber. Der albaner sagte er wisse ich wolle so eines, ich wolle aber sicher einen ganzen ? Er durchschaute  mich gut. Mich st\u00f6rte es nicht dass eine spinne \u00fcber das Essen krabbelte."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1347613200000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,a250247ce7ac8f88726d3328b09a4516,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""a250247ce7ac8f88726d3328b09a4516"", ""title"": """", ""text"": ""Kam nach einer Reise bei Esther an, welche einen langen Tisch draussen deckte, unter einem unterstand. Es waren viele Leute da und sie gab sich Grosse m\u00fche. Ich erz\u00e4hlte von meiner Reise, und ich hatte einen ganz rauhen, russischen Akzent. Dies sei vom langen wegbleiben , sagte ich auf Fragen hin. Ich sass am tischende, und silvan 2 oder 3 Personen entfernt auf meiner rechten. Er motzte \u00fcber das Essen oder so. Ich traf eine Entscheidung und stand auf um den Ort zu verlassen. Die Leute waren einfach nicht dankbar der m\u00fche die sich Esther um das Essen gemacht hatte."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1347699600000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,937c2321df6f9c4dd5ea855e101c59d0,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""937c2321df6f9c4dd5ea855e101c59d0"", ""title"": """", ""text"": ""War  in einem mehrst\u00f6ckigem Haus, wo ein Wettbewerb stattfand, um Leben und Tod.\nMan musste unter anderem in einem Raum mit spinnhuppeln am Boden k\u00e4mpfen, und Stockwerke rauf und runter gehen. Dies \u00fcber ein Treppenhaus welches auf der linken Seite die Treppe hatte, auf der rechten jeweils ein Raum mit Hindernissen (Von unten gesehen). In einem der Stockwerke waren zum Beispiel raubkatzen, mit welchen ich aber umzugehen wusste. Ich ging rauf, um gegen den uhrzeigersinn wieder runter zu gehen. Zuunterst  waren Stefan und viele andere, wir hielten ein Grosses festessen ab. Ich hatte Lust zu rauchen, oder wollte es nicht anmerken lassen dass ich wieder rauchte. Ich wusste dass ich die Zeit wo sie da waren nicht rauchen konnte."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1347786060000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,a49880c9b646b47da7f5764fbb3c1c70,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""a49880c9b646b47da7f5764fbb3c1c70"", ""title"": """", ""text"": ""In einem Zimmer auf dem bett auf meiner herzseite  gelegen. Eine fremde Frau zeigte mir ihre beschnittene vagina, ganz rosa und zugewachsen. Sie legte sich hinter mich und umarmte  mich, ich hatte Freude daran. Ich bekam eine Latte, und als sie mich streichelte kam sie 2 mal daran an, was mir unangenehm war weil ich sie nicht mit meiner Latte bedr\u00e4ngen wollte."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1347786000000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
diaro_entries,a11980e4ecf77849da2a9276a4f30cb9,"{""location_coords"": """", ""photo_count"": {""I"": ""0""}, ""uid"": ""a11980e4ecf77849da2a9276a4f30cb9"", ""title"": """", ""text"": ""Ich lief auf gaudib\u00f6gen oder B\u00f6den. Es hattte Geb\u00e4ude welche in gaudis Stil erbaut waren."", ""tags"": "","", ""folder_uid"": ""c654788362aa94681b878f69e11d0081"", ""location"": """", ""date"": {""T"": ""1347872460000""}, ""tag_count"": {""I"": ""0""}, ""primary_photo_uid"": """"}"
